"start_index","end_index","start_name","end_name","min_start_index_time","mean_start_index_time","max_start_index_time","min_end_index_time","mean_end_index_time","max_end_index_time","min_path_time","mean_path_time","max_path_time","min_path_minus_start_time","mean_path_minus_start_time","max_path_minus_start_time","min_path_minus_end_time","mean_path_minus_end_time","max_path_minus_end_time","raw_start_index_time","raw_end_index_time","raw_path_time"
27,28,"fire5/squeeze1x1","fire5/relu_squeeze1x1",76.,77.83330000000001,176.,34.,35.,50.,94.,94.9667,197.,18.,17.133300000000002,21.,59.9667,59.9667,147.,"{176., 105., 82., 80., 79., 78., 78., 78., 78., 78., 78., 79., 78., 78., 78., 77., 78., 79., 77., 77., 77., 77., 78., 78., 78., 78., 78., 77., 77., 77., 77., 77., 78., 78., 77., 77., 78., 78., 78., 78., 78., 77., 78., 78., 78., 78., 76., 78., 77., 78.}","{50., 39., 36., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 36., 35., 35., 35., 35., 36., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 36., 35., 35., 35., 35., 35., 35., 48., 36., 35., 36., 35., 35., 36., 35., 35., 34.}","{197., 105., 98., 97., 96., 96., 96., 97., 95., 94., 95., 95., 96., 96., 94., 96., 113., 98., 95., 95., 94., 95., 94., 95., 94., 95., 94., 94., 95., 95., 94., 95., 94., 95., 94., 94., 94., 94., 94., 95., 94., 95., 96., 95., 95., 95., 94., 94., 121., 110.}"
28,29,"fire5/relu_squeeze1x1","fire5/expand1x1",34.,35.,49.,88.,89.5667,146.,108.,111.03330000000001,165.,74.,76.0333,116.,21.4667,21.4667,19.,"{49., 38., 36., 35., 36., 35., 35., 34., 35., 35., 35., 35., 35., 34., 35., 35., 36., 35., 34., 34., 35., 35., 35., 35., 35., 35., 35., 41., 36., 36., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 35., 34., 35., 35., 35., 36., 35., 35.}","{146., 99., 92., 91., 90., 92., 90., 88., 90., 92., 89., 89., 89., 90., 89., 88., 89., 89., 88., 88., 89., 90., 89., 89., 89., 89., 88., 89., 90., 88., 89., 88., 89., 89., 102., 92., 91., 90., 90., 89., 89., 89., 89., 90., 88., 90., 96., 120., 100., 101.}","{165., 118., 111., 111., 111., 110., 111., 119., 112., 111., 111., 110., 110., 111., 108., 109., 109., 110., 109., 109., 109., 110., 109., 108., 110., 110., 109., 109., 108., 109., 110., 110., 110., 108., 110., 139., 123., 121., 121., 121., 119., 121., 134., 121., 135., 111., 111., 109., 109., 108.}"
29,30,"fire5/expand1x1","fire5/relu_expand1x1",88.,89.36670000000001,147.,57.,58.4333,81.,150.,152.76670000000001,225.,62.,63.400000000000006,78.,94.33330000000001,94.33330000000001,144.,"{147., 99., 91., 92., 89., 89., 89., 89., 89., 89., 90., 91., 89., 90., 90., 89., 90., 91., 91., 106., 92., 90., 89., 90., 89., 88., 90., 89., 88., 88., 90., 90., 88., 89., 90., 89., 88., 89., 90., 88., 89., 89., 89., 88., 89., 88., 88., 89., 90., 89.}","{81., 64., 62., 60., 59., 59., 77., 60., 59., 58., 59., 59., 59., 59., 59., 58., 59., 59., 58., 60., 59., 57., 59., 58., 58., 58., 57., 58., 58., 58., 59., 59., 58., 58., 58., 58., 59., 59., 58., 58., 58., 58., 58., 57., 57., 58., 58., 58., 58., 58.}","{225., 171., 160., 154., 153., 153., 152., 152., 152., 152., 152., 153., 152., 151., 152., 151., 151., 152., 152., 151., 153., 151., 152., 152., 152., 172., 157., 151., 152., 152., 152., 153., 181., 172., 172., 169., 169., 171., 181., 152., 151., 153., 150., 152., 154., 152., 152., 152., 152., 151.}"
30,31,"fire5/relu_expand1x1","fire5/expand3x3",58.,58.7667,81.,372.,374.0333,448.,"","","","","","","","","","{81., 64., 61., 60., 60., 59., 59., 59., 59., 59., 60., 59., 58., 59., 59., 59., 74., 60., 59., 60., 59., 58., 58., 59., 59., 59., 58., 59., 59., 59., 59., 59., 59., 58., 58., 58., 59., 58., 58., 58., 58., 58., 58., 59., 58., 58., 58., 59., 59., 58.}","{448., 415., 421., 428., 398., 374., 373., 374., 373., 372., 373., 373., 372., 373., 389., 375., 373., 374., 372., 372., 372., 373., 373., 373., 379., 375., 373., 400., 419., 417., 403., 373., 372., 373., 372., 388., 373., 373., 373., 372., 372., 373., 372., 372., 373., 380., 373., 372., 372., 372.}",""
31,32,"fire5/expand3x3","fire5/relu_expand3x3",372.,374.1333,446.,58.,58.7,79.,433.,437.8333,507.,61.,63.7,61.,379.1333,379.1333,428.,"{430., 380., 374., 374., 374., 387., 375., 373., 373., 373., 372., 374., 373., 373., 374., 373., 386., 374., 373., 443., 418., 428., 373., 373., 373., 373., 386., 374., 373., 372., 373., 373., 373., 373., 373., 373., 387., 374., 374., 373., 373., 373., 373., 374., 373., 434., 418., 446., 374., 374.}","{79., 64., 61., 61., 59., 59., 59., 59., 59., 60., 59., 59., 59., 59., 59., 59., 59., 58., 58., 59., 59., 59., 58., 58., 59., 58., 59., 59., 58., 59., 59., 59., 58., 59., 59., 59., 59., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 59.}","{507., 441., 437., 445., 439., 435., 505., 488., 482., 436., 436., 456., 454., 438., 435., 436., 435., 436., 435., 436., 435., 449., 436., 434., 434., 435., 436., 435., 476., 489., 501., 436., 434., 436., 435., 435., 437., 433., 435., 452., 438., 439., 438., 437., 437., 437., 437., 437., 447., 438.}"
32,33,"fire5/relu_expand3x3","fire5/concat",57.,58.133300000000006,79.,98.,99.36670000000001,121.,"","","","","","","","","","{79., 63., 61., 76., 59., 59., 59., 59., 58., 58., 59., 59., 59., 59., 59., 58., 58., 58., 58., 58., 58., 58., 57., 58., 57., 58., 58., 59., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 58., 57., 58., 58., 58., 58., 58., 58.}","{121., 104., 101., 100., 100., 100., 100., 100., 99., 100., 99., 100., 99., 99., 99., 100., 99., 99., 99., 99., 100., 100., 99., 99., 99., 99., 100., 111., 101., 100., 98., 99., 99., 99., 99., 99., 98., 99., 99., 100., 99., 100., 100., 99., 99., 98., 100., 99., 99., 98.}",""
33,34,"fire5/concat","pool5_pad",98.,99.2333,116.,264.,265.2333,283.,322.,323.0667,352.,224.,223.8333,236.,57.8333,57.8333,69.,"{115., 103., 99., 101., 99., 100., 100., 116., 99., 100., 99., 99., 99., 100., 99., 100., 99., 100., 99., 100., 99., 99., 100., 99., 99., 100., 99., 99., 99., 99., 99., 99., 99., 100., 99., 99., 98., 100., 99., 99., 99., 99., 99., 99., 98., 99., 99., 109., 100., 99.}","{283., 269., 266., 266., 265., 265., 266., 265., 265., 275., 272., 270., 279., 267., 266., 265., 265., 265., 265., 265., 265., 265., 265., 265., 265., 265., 265., 277., 266., 265., 266., 265., 265., 265., 264., 265., 265., 265., 265., 265., 265., 265., 277., 265., 264., 265., 264., 272., 266., 265.}","{352., 336., 324., 338., 324., 323., 322., 323., 322., 323., 323., 323., 333., 323., 323., 340., 324., 323., 323., 323., 323., 323., 323., 323., 323., 323., 322., 336., 324., 323., 323., 323., 323., 323., 323., 322., 323., 323., 322., 337., 322., 322., 323., 333., 323., 323., 322., 322., 323., 323.}"
34,35,"pool5_pad","pool5",264.,265.1,298.,438.,441.0667,473.,667.,672.0667000000001,707.,403.,406.9667,409.,231.,231.,234.,"{298., 271., 266., 267., 264., 265., 265., 264., 266., 265., 264., 265., 275., 266., 265., 277., 266., 265., 265., 265., 264., 265., 265., 264., 265., 264., 264., 265., 265., 264., 277., 266., 265., 265., 264., 265., 265., 265., 265., 265., 265., 265., 264., 265., 265., 276., 265., 265., 265., 273.}","{473., 444., 441., 439., 453., 441., 440., 439., 438., 438., 438., 448., 454., 453., 441., 440., 439., 440., 439., 438., 438., 439., 463., 440., 439., 439., 439., 439., 458., 446., 441., 453., 440., 447., 440., 439., 439., 439., 439., 439., 455., 443., 442., 442., 455., 441., 441., 442., 441., 450.}","{707., 674., 671., 670., 667., 678., 686., 672., 670., 670., 669., 669., 684., 670., 669., 669., 670., 669., 683., 680., 670., 669., 669., 669., 682., 672., 670., 669., 670., 669., 689., 675., 673., 673., 689., 689., 669., 669., 669., 670., 669., 689., 674., 675., 674., 674., 673., 686., 670., 679.}"
35,36,"pool5","fire6/squeeze1x1",437.,442.43330000000003,474.,49.,50.,146.,492.,498.43330000000003,588.,55.,56.,114.,448.43330000000003,448.43330000000003,442.,"{474., 445., 455., 440., 440., 455., 441., 440., 454., 453., 439., 439., 439., 439., 451., 440., 452., 448., 454., 440., 439., 440., 439., 453., 454., 454., 453., 439., 439., 439., 439., 440., 465., 440., 439., 439., 439., 439., 439., 447., 440., 455., 440., 437., 439., 439., 440., 439., 453., 439.}","{146., 82., 61., 58., 56., 64., 50., 50., 50., 49., 49., 50., 50., 50., 50., 50., 50., 51., 50., 49., 49., 50., 50., 49., 50., 50., 50., 49., 51., 50., 52., 50., 50., 50., 50., 49., 49., 49., 50., 50., 50., 50., 50., 50., 50., 53., 49., 50., 50., 50.}","{574., 498., 510., 512., 495., 494., 494., 492., 507., 493., 493., 506., 495., 493., 493., 507., 492., 554., 572., 535., 493., 493., 493., 493., 493., 492., 515., 494., 507., 507., 492., 508., 492., 492., 498., 493., 492., 588., 574., 508., 492., 492., 514., 497., 510., 495., 496., 495., 495., 510.}"
36,37,"fire6/squeeze1x1","fire6/relu_squeeze1x1",49.,51.6,112.,25.,25.8,45.,55.,56.066700000000004,129.,6.,4.4667,17.,30.2667,30.2667,84.,"{112., 57., 51., 50., 50., 50., 50., 49., 49., 49., 49., 62., 52., 50., 50., 50., 50., 50., 49., 49., 49., 50., 49., 49., 50., 50., 49., 49., 49., 49., 49., 49., 49., 49., 76., 61., 55., 56., 56., 57., 56., 56., 56., 56., 56., 55., 56., 56., 56., 56.}","{45., 29., 27., 26., 26., 26., 25., 25., 26., 26., 26., 26., 26., 26., 26., 26., 26., 25., 25., 25., 25., 26., 26., 25., 25., 26., 26., 26., 25., 25., 26., 26., 26., 26., 25., 25., 26., 26., 26., 26., 26., 26., 26., 25., 25., 27., 25., 25., 26., 26.}","{129., 65., 59., 57., 57., 56., 57., 57., 72., 58., 56., 57., 56., 55., 56., 57., 56., 56., 56., 56., 56., 57., 56., 56., 56., 56., 56., 56., 56., 57., 56., 55., 56., 55., 55., 55., 56., 56., 56., 56., 56., 55., 56., 55., 55., 55., 55., 56., 55., 56.}"
37,38,"fire6/relu_squeeze1x1","fire6/expand1x1",25.,26.,44.,60.,61.4667,118.,66.,67.36670000000001,129.,41.,41.3667,85.,5.9,5.9,11.,"{44., 28., 26., 26., 26., 26., 26., 26., 26., 26., 25., 26., 26., 26., 26., 26., 26., 26., 25., 26., 26., 26., 26., 26., 25., 26., 26., 26., 25., 25., 26., 26., 26., 26., 26., 26., 25., 25., 26., 26., 26., 26., 26., 25., 25., 26., 26., 26., 26., 26.}","{118., 70., 62., 61., 63., 62., 62., 62., 61., 60., 61., 64., 61., 61., 61., 60., 62., 62., 61., 61., 62., 63., 62., 61., 61., 61., 61., 61., 61., 62., 62., 64., 63., 61., 61., 60., 62., 62., 61., 60., 62., 61., 62., 61., 61., 62., 61., 61., 63., 62.}","{129., 76., 68., 67., 67., 68., 68., 67., 68., 69., 67., 68., 67., 67., 67., 66., 66., 66., 67., 68., 68., 67., 68., 67., 66., 66., 66., 67., 66., 67., 68., 67., 66., 67., 69., 68., 68., 68., 67., 67., 66., 66., 68., 67., 83., 68., 67., 68., 67., 68.}"
38,39,"fire6/expand1x1","fire6/relu_expand1x1",60.,64.0333,135.,37.,38.,54.,83.,86.4333,148.,23.,22.400000000000002,13.,48.4333,48.4333,94.,"{135., 75., 63., 64., 65., 61., 63., 61., 61., 61., 62., 61., 61., 61., 61., 60., 61., 61., 70., 85., 68., 68., 68., 68., 69., 68., 69., 71., 68., 69., 71., 69., 67., 68., 84., 62., 61., 62., 64., 62., 62., 62., 64., 61., 60., 61., 62., 62., 62., 63.}","{54., 41., 39., 38., 38., 38., 38., 38., 37., 38., 38., 38., 38., 38., 37., 37., 38., 38., 37., 38., 38., 38., 38., 38., 39., 38., 38., 37., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 37., 37., 37., 38., 39., 38., 38., 38., 38., 37.}","{148., 95., 86., 88., 85., 85., 84., 84., 84., 84., 85., 85., 84., 83., 84., 85., 85., 85., 85., 86., 84., 84., 84., 84., 84., 85., 84., 85., 86., 84., 84., 112., 97., 97., 95., 96., 95., 96., 95., 95., 107., 96., 106., 86., 85., 84., 84., 85., 85., 88.}"
39,40,"fire6/relu_expand1x1","fire6/expand3x3",37.,38.,55.,231.,235.8333,309.,"","","","","","","","","","{55., 43., 39., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 39., 38., 38., 38., 37., 38., 39., 38., 38., 38., 38., 39., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 38., 39.}","{309., 243., 236., 234., 239., 231., 236., 238., 235., 236., 233., 236., 233., 237., 237., 238., 232., 246., 236., 232., 231., 244., 288., 263., 262., 268., 232., 232., 231., 232., 235., 235., 233., 245., 238., 237., 231., 238., 235., 231., 237., 235., 236., 236., 235., 236., 237., 237., 231., 238.}",""
40,41,"fire6/expand3x3","fire6/relu_expand3x3",233.,239.26670000000001,307.,39.,39.2667,55.,257.,263.6,320.,24.,24.3333,13.,224.3333,224.3333,265.,"{307., 246., 237., 239., 240., 238., 250., 245., 235., 239., 235., 242., 234., 234., 235., 252., 237., 241., 239., 233., 239., 237., 237., 234., 236., 238., 239., 243., 248., 238., 238., 237., 247., 240., 239., 238., 236., 288., 266., 264., 265., 262., 237., 233., 236., 237., 239., 234., 247., 240.}","{55., 43., 40., 40., 40., 39., 39., 39., 40., 39., 39., 39., 40., 39., 40., 39., 39., 40., 39., 40., 39., 39., 39., 40., 40., 39., 39., 39., 39., 39., 39., 39., 39., 39., 40., 39., 40., 39., 40., 39., 53., 39., 39., 39., 40., 39., 39., 39., 39., 40.}","{319., 269., 264., 262., 264., 272., 318., 294., 309., 286., 258., 259., 264., 258., 264., 264., 264., 262., 257., 262., 263., 260., 263., 272., 259., 258., 262., 261., 259., 263., 264., 266., 260., 262., 262., 261., 263., 261., 279., 267., 259., 260., 264., 320., 293., 287., 308., 257., 260., 263.}"
41,42,"fire6/relu_expand3x3","fire6/concat",39.,39.4333,57.,52.,52.4667,75.,"","","","","","","","","","{57., 44., 41., 40., 39., 40., 39., 40., 40., 39., 40., 40., 40., 39., 39., 40., 39., 40., 39., 40., 39., 39., 39., 39., 39., 39., 40., 40., 39., 40., 40., 39., 40., 39., 39., 40., 39., 40., 39., 40., 39., 39., 39., 39., 39., 39., 40., 40., 39., 39.}","{75., 59., 55., 54., 53., 53., 53., 53., 53., 53., 53., 59., 53., 52., 52., 53., 52., 52., 53., 52., 52., 52., 53., 52., 52., 52., 52., 53., 52., 52., 53., 53., 52., 52., 52., 52., 53., 52., 52., 52., 53., 52., 52., 53., 52., 53., 52., 52., 53., 52.}",""
42,43,"fire6/concat","fire7/squeeze1x1",52.,52.533300000000004,72.,54.,55.1,116.,99.,102.4667,163.,47.,49.9333,91.,47.3667,47.3667,47.,"{72., 58., 54., 54., 53., 53., 53., 53., 53., 52., 53., 52., 52., 52., 52., 52., 52., 52., 53., 62., 54., 53., 52., 52., 53., 53., 52., 52., 52., 53., 53., 53., 53., 52., 66., 54., 52., 52., 52., 53., 52., 52., 52., 52., 52., 52., 52., 53., 53., 53.}","{116., 62., 57., 56., 56., 55., 55., 56., 56., 55., 55., 56., 56., 55., 55., 55., 55., 54., 55., 55., 55., 55., 56., 55., 55., 55., 55., 55., 55., 54., 55., 55., 56., 55., 56., 55., 56., 55., 55., 55., 55., 55., 55., 55., 55., 55., 55., 55., 55., 55.}","{163., 110., 105., 103., 100., 102., 102., 102., 102., 101., 101., 102., 114., 105., 101., 102., 100., 101., 100., 101., 100., 100., 101., 101., 136., 112., 112., 113., 111., 112., 112., 112., 112., 129., 100., 100., 100., 101., 101., 101., 99., 100., 101., 101., 101., 101., 100., 101., 100., 101.}"
43,44,"fire7/squeeze1x1","fire7/relu_squeeze1x1",55.,55.533300000000004,129.,26.,26.7667,45.,61.,62.,128.,6.,6.4667,-1.,35.2333,35.2333,83.,"{129., 63., 57., 56., 56., 56., 56., 56., 56., 56., 56., 55., 55., 56., 56., 55., 55., 56., 56., 55., 56., 55., 55., 55., 56., 56., 55., 55., 56., 55., 55., 55., 56., 55., 55., 55., 55., 56., 55., 55., 56., 55., 55., 56., 56., 55., 55., 56., 56., 55.}","{45., 29., 27., 27., 27., 27., 33., 35., 29., 27., 26., 26., 26., 26., 27., 26., 26., 27., 26., 26., 26., 26., 26., 27., 26., 27., 27., 27., 27., 27., 27., 27., 27., 27., 27., 27., 38., 27., 26., 26., 26., 26., 27., 27., 27., 27., 26., 27., 27., 27.}","{128., 70., 64., 63., 62., 62., 61., 62., 62., 62., 63., 62., 62., 61., 62., 61., 62., 62., 61., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 61., 61., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62., 62.}"
44,45,"fire7/relu_squeeze1x1","fire7/expand1x1",26.,26.7667,46.,62.,65.8,124.,68.,69.2,117.,42.,42.4333,71.,3.4000000000000004,3.4000000000000004,-7.,"{46., 30., 28., 28., 27., 28., 27., 28., 27., 27., 27., 27., 27., 27., 27., 27., 35., 27., 27., 27., 27., 26., 26., 26., 26., 27., 26., 26., 27., 27., 26., 26., 27., 27., 27., 27., 26., 27., 27., 27., 26., 26., 26., 26., 27., 27., 26., 26., 26., 26.}","{124., 72., 65., 63., 62., 62., 63., 62., 62., 63., 63., 63., 65., 63., 64., 62., 64., 63., 73., 94., 70., 70., 71., 72., 70., 72., 72., 71., 74., 84., 73., 72., 71., 78., 63., 66., 64., 62., 62., 62., 65., 64., 62., 62., 64., 66., 64., 63., 64., 65.}","{117., 78., 72., 70., 69., 70., 69., 70., 70., 69., 68., 68., 69., 69., 68., 70., 70., 70., 69., 68., 80., 70., 69., 70., 71., 68., 70., 69., 68., 69., 68., 68., 70., 68., 69., 69., 69., 70., 68., 68., 69., 69., 70., 69., 69., 69., 69., 69., 68., 69.}"
45,46,"fire7/expand1x1","fire7/relu_expand1x1",62.,64.1333,125.,39.,39.4667,55.,86.,87.5667,150.,24.,23.433300000000003,25.,48.1,48.1,95.,"{125., 71., 65., 64., 65., 64., 63., 64., 64., 63., 65., 64., 63., 65., 64., 66., 63., 63., 63., 64., 66., 63., 63., 64., 64., 65., 65., 65., 67., 64., 65., 74., 65., 64., 64., 65., 64., 65., 63., 63., 65., 63., 63., 64., 64., 63., 62., 64., 63., 93.}","{55., 44., 41., 40., 40., 40., 39., 39., 40., 40., 40., 39., 40., 39., 39., 39., 40., 39., 39., 39., 40., 39., 40., 39., 40., 39., 40., 39., 40., 39., 39., 39., 39., 39., 40., 39., 40., 39., 39., 40., 39., 40., 39., 39., 40., 55., 40., 40., 39., 39.}","{150., 96., 88., 88., 87., 87., 87., 88., 86., 87., 86., 88., 89., 87., 87., 89., 86., 87., 107., 88., 87., 86., 86., 90., 88., 88., 88., 87., 87., 89., 90., 86., 87., 88., 88., 86., 87., 88., 88., 87., 87., 88., 88., 88., 88., 89., 88., 88., 87., 87.}"
46,47,"fire7/relu_expand1x1","fire7/expand3x3",39.,39.4333,56.,232.,237.60000000000002,309.,"","","","","","","","","","{56., 42., 40., 40., 40., 40., 39., 39., 40., 39., 39., 39., 39., 39., 39., 40., 39., 39., 40., 39., 39., 39., 39., 39., 39., 39., 50., 40., 40., 39., 39., 40., 39., 40., 39., 40., 39., 40., 40., 39., 39., 40., 40., 39., 40., 39., 41., 39., 40., 40.}","{309., 240., 236., 239., 238., 240., 233., 247., 243., 238., 238., 235., 237., 237., 236., 238., 232., 237., 234., 234., 233., 238., 237., 237., 239., 235., 239., 237., 235., 276., 266., 265., 263., 269., 239., 237., 233., 237., 235., 238., 241., 240., 236., 238., 233., 239., 236., 234., 237., 242.}",""
47,48,"fire7/expand3x3","fire7/relu_expand3x3",232.,240.4333,297.,39.,39.300000000000004,55.,257.,261.7333,339.,25.,21.3,42.,222.4333,222.4333,284.,"{297., 244., 264., 265., 268., 277., 274., 238., 236., 240., 238., 237., 238., 240., 238., 238., 237., 240., 246., 244., 233., 239., 253., 235., 234., 237., 234., 232., 239., 237., 233., 238., 240., 237., 234., 236., 239., 232., 251., 238., 237., 237., 236., 264., 263., 263., 267., 272., 238., 232.}","{55., 43., 40., 40., 40., 40., 39., 39., 40., 40., 39., 39., 39., 40., 40., 40., 39., 39., 39., 40., 39., 39., 39., 40., 39., 39., 39., 39., 39., 39., 39., 39., 39., 39., 40., 39., 40., 40., 39., 40., 39., 39., 40., 39., 39., 39., 39., 39., 40., 39.}","{339., 268., 265., 264., 259., 264., 261., 261., 263., 261., 257., 269., 317., 292., 304., 299., 258., 261., 261., 263., 261., 257., 258., 264., 258., 259., 260., 262., 258., 271., 262., 261., 260., 263., 262., 257., 262., 262., 262., 261., 258., 261., 260., 263., 270., 262., 257., 260., 261., 305.}"
48,49,"fire7/relu_expand3x3","fire7/concat",39.,39.7667,56.,52.,52.3333,76.,"","","","","","","","","","{56., 43., 40., 40., 40., 40., 40., 40., 39., 39., 39., 39., 40., 48., 40., 40., 40., 39., 39., 40., 40., 40., 40., 39., 40., 40., 39., 39., 40., 39., 39., 40., 40., 50., 41., 40., 40., 40., 40., 39., 40., 40., 40., 39., 39., 40., 39., 40., 39., 39.}","{76., 58., 54., 53., 53., 53., 53., 52., 52., 52., 52., 52., 52., 52., 52., 52., 52., 52., 53., 52., 52., 52., 52., 52., 52., 53., 53., 52., 52., 52., 52., 53., 53., 53., 52., 52., 53., 52., 52., 52., 53., 53., 66., 54., 53., 52., 52., 52., 53., 52.}",""
49,50,"fire7/concat","fire8/squeeze1x1",51.,52.066700000000004,72.,61.,61.6,125.,108.,110.9333,172.,57.,58.8667,100.,49.3333,49.3333,47.,"{72., 58., 55., 53., 52., 52., 52., 52., 52., 52., 52., 52., 53., 53., 52., 52., 52., 53., 53., 52., 52., 52., 53., 53., 52., 52., 52., 52., 53., 52., 52., 52., 52., 52., 52., 52., 51., 52., 52., 52., 52., 52., 52., 52., 53., 52., 52., 52., 52., 52.}","{125., 68., 64., 64., 63., 61., 62., 62., 63., 62., 62., 62., 62., 61., 61., 78., 62., 61., 62., 62., 63., 62., 61., 62., 61., 61., 61., 61., 61., 62., 62., 62., 62., 61., 62., 61., 62., 61., 61., 62., 61., 61., 62., 61., 61., 61., 61., 61., 61., 62.}","{172., 117., 114., 111., 110., 110., 110., 111., 111., 109., 110., 110., 110., 109., 109., 109., 110., 110., 110., 110., 109., 109., 109., 110., 109., 109., 109., 124., 109., 108., 110., 109., 109., 109., 109., 109., 108., 140., 122., 121., 122., 122., 122., 122., 122., 122., 132., 109., 110., 110.}"
50,51,"fire8/squeeze1x1","fire8/relu_squeeze1x1",61.,62.3333,139.,33.,33.4,47.,70.,71.,136.,9.,8.6667,-3.,37.6,37.6,89.,"{139., 70., 64., 63., 63., 63., 63., 62., 62., 62., 63., 77., 63., 72., 69., 63., 63., 62., 62., 63., 63., 63., 62., 62., 63., 62., 62., 61., 62., 62., 63., 62., 62., 63., 62., 62., 62., 62., 62., 61., 62., 62., 62., 62., 61., 62., 61., 61., 62., 62.}","{47., 37., 35., 35., 34., 34., 34., 33., 33., 34., 42., 34., 34., 33., 34., 33., 33., 34., 34., 33., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 33., 34., 34., 33., 33., 47., 34., 34., 33., 33., 34., 33., 33., 33., 33., 33., 33., 34., 33., 33.}","{136., 78., 73., 71., 71., 71., 71., 71., 71., 72., 71., 71., 71., 70., 71., 71., 70., 70., 71., 71., 71., 70., 71., 71., 71., 70., 71., 71., 71., 70., 70., 70., 72., 71., 71., 71., 72., 71., 71., 71., 72., 71., 71., 70., 71., 71., 72., 71., 72., 71.}"
51,52,"fire8/relu_squeeze1x1","fire8/expand1x1",32.,33.,46.,66.,69.4333,133.,74.,75.9,139.,42.,42.9,93.,6.4667,6.4667,6.,"{46., 37., 35., 34., 33., 33., 33., 33., 34., 33., 33., 34., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 33., 32., 33., 33., 33., 34., 34., 33., 33., 33., 33., 33., 33.}","{133., 80., 70., 68., 97., 79., 78., 76., 75., 77., 75., 77., 75., 76., 93., 77., 76., 86., 67., 67., 68., 69., 68., 68., 68., 67., 69., 68., 67., 67., 67., 67., 67., 67., 69., 69., 68., 67., 66., 67., 68., 68., 67., 66., 67., 67., 67., 66., 66., 69.}","{139., 84., 78., 78., 77., 76., 76., 76., 76., 75., 76., 89., 77., 77., 75., 75., 77., 77., 75., 75., 76., 75., 76., 76., 76., 74., 75., 75., 75., 76., 76., 75., 76., 75., 76., 76., 75., 75., 76., 77., 76., 77., 75., 77., 75., 75., 76., 76., 76., 77.}"
52,53,"fire8/expand1x1","fire8/relu_expand1x1",66.,70.4,130.,42.,42.6667,63.,97.,99.9333,166.,31.,29.5333,36.,57.2667,57.2667,103.,"{130., 82., 70., 70., 69., 69., 70., 69., 69., 69., 67., 67., 69., 82., 69., 69., 67., 67., 67., 67., 67., 67., 68., 68., 68., 68., 67., 69., 68., 94., 77., 77., 75., 76., 75., 76., 76., 75., 76., 76., 76., 74., 75., 96., 67., 69., 68., 66., 68., 67.}","{63., 48., 44., 43., 43., 43., 43., 43., 43., 43., 43., 43., 42., 42., 42., 43., 42., 43., 43., 42., 43., 43., 43., 42., 42., 42., 43., 43., 43., 42., 42., 43., 43., 43., 42., 42., 42., 42., 42., 42., 43., 42., 43., 43., 42., 42., 43., 42., 43., 43.}","{166., 120., 101., 100., 99., 99., 99., 99., 98., 100., 100., 98., 99., 100., 99., 99., 99., 98., 98., 97., 98., 98., 98., 100., 98., 97., 97., 98., 99., 99., 99., 97., 129., 112., 113., 111., 113., 111., 109., 126., 112., 132., 99., 98., 100., 100., 99., 99., 99., 100.}"
53,54,"fire8/relu_expand1x1","fire8/expand3x3",42.,42.6,62.,275.,276.6667,337.,"","","","","","","","","","{62., 47., 44., 44., 43., 43., 43., 43., 42., 43., 43., 43., 42., 43., 43., 42., 42., 42., 43., 43., 42., 43., 42., 42., 42., 43., 43., 42., 43., 42., 43., 56., 44., 42., 42., 43., 42., 42., 43., 42., 42., 42., 43., 43., 42., 43., 42., 42., 42., 43.}","{337., 292., 278., 277., 277., 278., 277., 277., 276., 277., 276., 289., 276., 278., 277., 335., 312., 310., 321., 275., 276., 276., 275., 291., 293., 279., 277., 277., 276., 277., 276., 276., 276., 276., 276., 277., 276., 277., 276., 290., 275., 275., 276., 276., 276., 275., 276., 275., 276., 275.}",""
