"start_index","end_index","start_name","end_name","start_index_time","end_index_time","path_time","path_minus_start_time","path_minus_end_time"
300,301,"stage3_unit23/relu1","stage3_unit23/conv1",764.,759.,870.,106.,111.
301,302,"stage3_unit23/conv1","stage3_unit23/bn2",760.,368.,809.,49.,441.
302,303,"stage3_unit23/bn2","stage3_unit23/relu2",368.,332.,368.,0.,36.
303,304,"stage3_unit23/relu2","stage3_unit23/conv2",335.,1175.,1179.,844.,4.
304,305,"stage3_unit23/conv2","stage3_unit23/bn3",1177.,361.,1191.,14.,830.
305,306,"stage3_unit23/bn3","stage3_unit23/relu3",362.,351.,396.,34.,45.
306,307,"stage3_unit23/relu3","stage3_unit23/conv3",344.,880.,893.,549.,13.
307,308,"stage3_unit23/conv3","stage3_unit23/_plus_stage3_unit23",878.,963.,-999,-999,-999
308,309,"stage3_unit23/_plus_stage3_unit23","stage4_unit1/bn1",958.,824.,1045.,87.,221.
309,310,"stage4_unit1/bn1","stage4_unit1/relu1",773.,754.,896.,123.,142.
310,311,"stage4_unit1/relu1","stage4_unit1/conv1",760.,1176.,1275.,515.,99.
311,312,"stage4_unit1/conv1","stage4_unit1/bn2",1187.,533.,1263.,76.,730.
312,313,"stage4_unit1/bn2","stage4_unit1/relu2",510.,478.,551.,41.,73.
313,314,"stage4_unit1/relu2","stage4_unit1/conv2",484.,1142.,1176.,692.,34.
314,315,"stage4_unit1/conv2","stage4_unit1/bn3",1148.,292.,1164.,16.,872.
315,316,"stage4_unit1/bn3","stage4_unit1/relu3",291.,270.,308.,17.,38.
316,317,"stage4_unit1/relu3","stage4_unit1/conv3",273.,711.,728.,455.,17.
317,318,"stage4_unit1/conv3","stage4_unit1/sc",798.,1175.,-999,-999,-999
318,319,"stage4_unit1/sc","stage4_unit1/_plus_stage4_unit1",1184.,587.,-999,-999,-999
319,320,"stage4_unit1/_plus_stage4_unit1","stage4_unit2/bn1",558.,514.,621.,63.,107.
320,321,"stage4_unit2/bn1","stage4_unit2/relu1",517.,484.,573.,56.,89.
321,322,"stage4_unit2/relu1","stage4_unit2/conv1",480.,831.,895.,415.,64.
322,323,"stage4_unit2/conv1","stage4_unit2/bn2",825.,289.,872.,47.,583.
323,324,"stage4_unit2/bn2","stage4_unit2/relu2",295.,251.,330.,35.,79.
324,325,"stage4_unit2/relu2","stage4_unit2/conv2",249.,1857.,1880.,1631.,23.
325,326,"stage4_unit2/conv2","stage4_unit2/bn3",2033.,291.,2089.,56.,1798.
326,327,"stage4_unit2/bn3","stage4_unit2/relu3",294.,248.,332.,38.,84.
327,328,"stage4_unit2/relu3","stage4_unit2/conv3",248.,950.,972.,724.,22.
328,329,"stage4_unit2/conv3","stage4_unit2/_plus_stage4_unit2",948.,581.,-999,-999,-999
329,330,"stage4_unit2/_plus_stage4_unit2","stage4_unit3/bn1",558.,512.,614.,56.,102.
330,331,"stage4_unit3/bn1","stage4_unit3/relu1",511.,482.,571.,60.,89.
331,332,"stage4_unit3/relu1","stage4_unit3/conv1",482.,606.,651.,169.,45.
332,333,"stage4_unit3/conv1","stage4_unit3/bn2",613.,282.,632.,19.,350.
333,334,"stage4_unit3/bn2","stage4_unit3/relu2",283.,265.,307.,24.,42.
334,335,"stage4_unit3/relu2","stage4_unit3/conv2",266.,1086.,1092.,826.,6.
335,336,"stage4_unit3/conv2","stage4_unit3/bn3",1220.,404.,1259.,39.,855.
336,337,"stage4_unit3/bn3","stage4_unit3/relu3",404.,255.,291.,-113.,36.
337,338,"stage4_unit3/relu3","stage4_unit3/conv3",257.,706.,713.,456.,7.
338,339,"stage4_unit3/conv3","stage4_unit3/_plus_stage4_unit3",706.,597.,-999,-999,-999
339,340,"stage4_unit3/_plus_stage4_unit3","bn1",544.,510.,603.,59.,93.
340,341,"bn1","relu1",512.,483.,571.,59.,88.
341,342,"relu1","pool1",483.,2095.,2122.,1639.,27.
342,343,"pool1","fc1",2094.,2674.,4639.,2545.,1965.
343,344,"fc1","softmax_softmax",2669.,429.,2888.,219.,2459.
